Quest ID,Quest Title,Quest URL,Comments
148,Supplies from Darkshire,https://www.wowhead.com/classic/quest=148,
149,Ghost Hair Thread,https://www.wowhead.com/classic/quest=149,
150,Murloc Poachers,https://www.wowhead.com/classic/quest=150,
151,Poor Old Blanchy,https://www.wowhead.com/classic/quest=151,
152,The Coast Isn't Clear,https://www.wowhead.com/classic/quest=152,
153,Red Leather Bandanas,https://www.wowhead.com/classic/quest=153,
154,Return the Comb,https://www.wowhead.com/classic/quest=154,
155,The Defias Brotherhood,https://www.wowhead.com/classic/quest=155,
156,Gather Rot Blossoms,https://www.wowhead.com/classic/quest=156,
157,Deliver the Thread,https://www.wowhead.com/classic/quest=157,
158,Zombie Juice,https://www.wowhead.com/classic/quest=158,
159,Juice Delivery,https://www.wowhead.com/classic/quest=159,
160,Note to the Mayor,https://www.wowhead.com/classic/quest=160,
161,A Dark Threat Looms,https://www.wowhead.com/classic/quest=161,
162,Rise of the Silithid,https://www.wowhead.com/classic/quest=162,
163,Raven Hill,https://www.wowhead.com/classic/quest=163,
164,Deliveries to Sven,https://www.wowhead.com/classic/quest=164,
165,The Hermit,https://www.wowhead.com/classic/quest=165,
166,The Defias Brotherhood,https://www.wowhead.com/classic/quest=166,
167,Oh Brother. . .,https://www.wowhead.com/classic/quest=167,
168,Collecting Memories,https://www.wowhead.com/classic/quest=168,
169,Wanted: Gath'Ilzogg,https://www.wowhead.com/classic/quest=169,
170,A New Threat,https://www.wowhead.com/classic/quest=170,
171,A Warden of the Alliance,https://www.wowhead.com/classic/quest=171,
172,Children's Week,https://www.wowhead.com/classic/quest=172,
173,Worgen in the Woods,https://www.wowhead.com/classic/quest=173,
174,Look To The Stars,https://www.wowhead.com/classic/quest=174,
175,Look To The Stars,https://www.wowhead.com/classic/quest=175,
176,"Wanted: ""Hogger""",https://www.wowhead.com/classic/quest=176,
177,Look To The Stars,https://www.wowhead.com/classic/quest=177,
178,Theocritus' Retrieval,https://www.wowhead.com/classic/quest=178,
179,Dwarven Outfitters,https://www.wowhead.com/classic/quest=179,
180,Wanted: Lieutenant Fangore,https://www.wowhead.com/classic/quest=180,
181,Look To The Stars,https://www.wowhead.com/classic/quest=181,
182,The Troll Cave,https://www.wowhead.com/classic/quest=182,
183,The Boar Hunter,https://www.wowhead.com/classic/quest=183,
184,Furlbrow's Deed,https://www.wowhead.com/classic/quest=184,
185,Tiger Mastery,https://www.wowhead.com/classic/quest=185,
186,Tiger Mastery,https://www.wowhead.com/classic/quest=186,
187,Tiger Mastery,https://www.wowhead.com/classic/quest=187,
188,Tiger Mastery,https://www.wowhead.com/classic/quest=188,
189,Bloodscalp Ears,https://www.wowhead.com/classic/quest=189,
190,Panther Mastery,https://www.wowhead.com/classic/quest=190,
191,Panther Mastery,https://www.wowhead.com/classic/quest=191,
192,Panther Mastery,https://www.wowhead.com/classic/quest=192,
193,Panther Mastery,https://www.wowhead.com/classic/quest=193,
194,Raptor Mastery,https://www.wowhead.com/classic/quest=194,
195,Raptor Mastery,https://www.wowhead.com/classic/quest=195,
196,Raptor Mastery,https://www.wowhead.com/classic/quest=196,
197,Raptor Mastery,https://www.wowhead.com/classic/quest=197,
198,Supplies to Private Thorsen,https://www.wowhead.com/classic/quest=198,
199,A Dark Threat Looms,https://www.wowhead.com/classic/quest=199,
200,Bookie Herod,https://www.wowhead.com/classic/quest=200,
201,Investigate the Camp,https://www.wowhead.com/classic/quest=201,
202,Colonel Kurzen,https://www.wowhead.com/classic/quest=202,
203,The Second Rebellion,https://www.wowhead.com/classic/quest=203,
204,Bad Medicine,https://www.wowhead.com/classic/quest=204,
205,Troll Witchery,https://www.wowhead.com/classic/quest=205,
206,Mai'Zoth,https://www.wowhead.com/classic/quest=206,
207,Kurzen's Mystery,https://www.wowhead.com/classic/quest=207,
208,Big Game Hunter,https://www.wowhead.com/classic/quest=208,
209,Skullsplitter Tusks,https://www.wowhead.com/classic/quest=209,
210,Krazek's Cookery,https://www.wowhead.com/classic/quest=210,
211,"Alas, Andorhal",https://www.wowhead.com/classic/quest=211,
212,A Meal Served Cold,https://www.wowhead.com/classic/quest=212,
213,Hostile Takeover,https://www.wowhead.com/classic/quest=213,
214,Red Silk Bandanas,https://www.wowhead.com/classic/quest=214,
215,Jungle Secrets,https://www.wowhead.com/classic/quest=215,
216,Between a Rock and a Thistlefur,https://www.wowhead.com/classic/quest=216,
217,In Defense of the King's Lands,https://www.wowhead.com/classic/quest=217,
218,The Stolen Journal,https://www.wowhead.com/classic/quest=218,
219,Missing In Action,https://www.wowhead.com/classic/quest=219,
220,Call of Water,https://www.wowhead.com/classic/quest=220,
221,Worgen in the Woods,https://www.wowhead.com/classic/quest=221,
222,Worgen in the Woods,https://www.wowhead.com/classic/quest=222,
223,Worgen in the Woods,https://www.wowhead.com/classic/quest=223,
224,In Defense of the King's Lands,https://www.wowhead.com/classic/quest=224,
225,The Weathered Grave,https://www.wowhead.com/classic/quest=225,
226,Wolves at Our Heels,https://www.wowhead.com/classic/quest=226,
227,Morgan Ladimore,https://www.wowhead.com/classic/quest=227,
228,Mor'Ladim,https://www.wowhead.com/classic/quest=228,
229,The Daughter Who Lived,https://www.wowhead.com/classic/quest=229,
230,Sven's Camp,https://www.wowhead.com/classic/quest=230,
231,A Daughter's Love,https://www.wowhead.com/classic/quest=231,
232,Errand for Apothecary Zinge,https://www.wowhead.com/classic/quest=232,
233,Coldridge Valley Mail Delivery,https://www.wowhead.com/classic/quest=233,
234,Coldridge Valley Mail Delivery,https://www.wowhead.com/classic/quest=234,
235,The Ashenvale Hunt,https://www.wowhead.com/classic/quest=235,
236,Fueling the Demolishers,https://www.wowhead.com/classic/quest=236,
237,In Defense of the King's Lands,https://www.wowhead.com/classic/quest=237,
238,Errand for Apothecary Zinge,https://www.wowhead.com/classic/quest=238,
239,Westbrook Garrison Needs Help!,https://www.wowhead.com/classic/quest=239,
240,Return to Jitters,https://www.wowhead.com/classic/quest=240,
241,<TEST> HEY MISTER WILSON!,https://www.wowhead.com/classic/quest=241,
242,<UNUSED>,https://www.wowhead.com/classic/quest=242,
243,Into the Field,https://www.wowhead.com/classic/quest=243,
244,Encroaching Gnolls,https://www.wowhead.com/classic/quest=244,
245,Eight-Legged Menaces,https://www.wowhead.com/classic/quest=245,
246,Assessing the Threat,https://www.wowhead.com/classic/quest=246,
247,The Hunt Completed,https://www.wowhead.com/classic/quest=247,
248,Looking Further,https://www.wowhead.com/classic/quest=248,
249,Morganth,https://www.wowhead.com/classic/quest=249,
250,A Dark Threat Looms,https://www.wowhead.com/classic/quest=250,
251,Translate Abercrombie's Note,https://www.wowhead.com/classic/quest=251,
252,Translation to Ello,https://www.wowhead.com/classic/quest=252,
253,Bride of the Embalmer,https://www.wowhead.com/classic/quest=253,
254,Digging Through the Dirt,https://www.wowhead.com/classic/quest=254,
255,Mercenaries,https://www.wowhead.com/classic/quest=255,
256,WANTED: Chok'sul,https://www.wowhead.com/classic/quest=256,
257,A Hunter's Boast,https://www.wowhead.com/classic/quest=257,
258,A Hunter's Challenge,https://www.wowhead.com/classic/quest=258,
259,<UNUSED>,https://www.wowhead.com/classic/quest=259,
260,<UNUSED>,https://www.wowhead.com/classic/quest=260,
261,Down the Scarlet Path,https://www.wowhead.com/classic/quest=261,
262,The Shadowy Figure,https://www.wowhead.com/classic/quest=262,
263,In Defense of the King's Lands,https://www.wowhead.com/classic/quest=263,
264,Until Death Do Us Part,https://www.wowhead.com/classic/quest=264,
265,The Shadowy Search Continues,https://www.wowhead.com/classic/quest=265,
266,Inquire at the Inn,https://www.wowhead.com/classic/quest=266,
267,The Trogg Threat,https://www.wowhead.com/classic/quest=267,
268,Return to Sven,https://www.wowhead.com/classic/quest=268,
269,Seeking Wisdom,https://www.wowhead.com/classic/quest=269,
270,The Doomed Fleet,https://www.wowhead.com/classic/quest=270,
271,Vyrin's Revenge,https://www.wowhead.com/classic/quest=271,
272,Trial of the Sea Lion,https://www.wowhead.com/classic/quest=272,
273,Resupplying the Excavation,https://www.wowhead.com/classic/quest=273,
274,A Dark Threat Looms,https://www.wowhead.com/classic/quest=274,
275,Blisters on The Land,https://www.wowhead.com/classic/quest=275,
276,Tramping Paws,https://www.wowhead.com/classic/quest=276,
277,Fire Taboo,https://www.wowhead.com/classic/quest=277,
278,A Dark Threat Looms,https://www.wowhead.com/classic/quest=278,
279,Claws from the Deep,https://www.wowhead.com/classic/quest=279,
280,A Dark Threat Looms,https://www.wowhead.com/classic/quest=280,
281,Reclaiming Goods,https://www.wowhead.com/classic/quest=281,
282,Senir's Observations,https://www.wowhead.com/classic/quest=282,
283,A Dark Threat Looms,https://www.wowhead.com/classic/quest=283,
284,The Search Continues,https://www.wowhead.com/classic/quest=284,
285,Search More Hovels,https://www.wowhead.com/classic/quest=285,
286,Return the Statuette,https://www.wowhead.com/classic/quest=286,
287,Frostmane Hold,https://www.wowhead.com/classic/quest=287,
288,The Third Fleet,https://www.wowhead.com/classic/quest=288,
289,The Cursed Crew,https://www.wowhead.com/classic/quest=289,
290,Lifting the Curse,https://www.wowhead.com/classic/quest=290,
291,The Reports,https://www.wowhead.com/classic/quest=291,
292,The Eye of Paleth,https://www.wowhead.com/classic/quest=292,
293,Cleansing the Eye,https://www.wowhead.com/classic/quest=293,
294,Ormer's Revenge,https://www.wowhead.com/classic/quest=294,
295,Ormer's Revenge,https://www.wowhead.com/classic/quest=295,
296,Ormer's Revenge,https://www.wowhead.com/classic/quest=296,
297,Gathering Idols,https://www.wowhead.com/classic/quest=297,
298,Excavation Progress Report,https://www.wowhead.com/classic/quest=298,
299,Uncovering the Past,https://www.wowhead.com/classic/quest=299,
300,Classic Quests,https://www.wowhead.com/classic/quest=300,
301,Report to Ironforge,https://www.wowhead.com/classic/quest=301,
302,Powder to Ironband,https://www.wowhead.com/classic/quest=302,
303,The Dark Iron War,https://www.wowhead.com/classic/quest=303,
304,A Grim Task,https://www.wowhead.com/classic/quest=304,
305,In Search of The Excavation Team,https://www.wowhead.com/classic/quest=305,
306,In Search of The Excavation Team,https://www.wowhead.com/classic/quest=306,
307,Filthy Paws,https://www.wowhead.com/classic/quest=307,
308,Distracting Jarven,https://www.wowhead.com/classic/quest=308,
309,Protecting the Shipment,https://www.wowhead.com/classic/quest=309,
310,Bitter Rivals,https://www.wowhead.com/classic/quest=310,
311,Return to Marleth,https://www.wowhead.com/classic/quest=311,
312,Tundra MacGrann's Stolen Stash,https://www.wowhead.com/classic/quest=312,
313,The Grizzled Den,https://www.wowhead.com/classic/quest=313,
314,Protecting the Herd,https://www.wowhead.com/classic/quest=314,
315,The Perfect Stout,https://www.wowhead.com/classic/quest=315,
316,<UNUSED>,https://www.wowhead.com/classic/quest=316,
317,Stocking Jetsteam,https://www.wowhead.com/classic/quest=317,
318,Evershine,https://www.wowhead.com/classic/quest=318,
319,A Favor for Evershine,https://www.wowhead.com/classic/quest=319,
320,Return to Bellowfiz,https://www.wowhead.com/classic/quest=320,
321,Lightforge Iron,https://www.wowhead.com/classic/quest=321,
322,Blessed Arm,https://www.wowhead.com/classic/quest=322,
323,Proving Your Worth,https://www.wowhead.com/classic/quest=323,
324,The Lost Ingots,https://www.wowhead.com/classic/quest=324,
325,Armed and Ready,https://www.wowhead.com/classic/quest=325,
326,<UNUSED>,https://www.wowhead.com/classic/quest=326,
327,<UNUSED>,https://www.wowhead.com/classic/quest=327,
328,The Hidden Key,https://www.wowhead.com/classic/quest=328,
329,The Spy Revealed!,https://www.wowhead.com/classic/quest=329,
330,Patrol Schedules,https://www.wowhead.com/classic/quest=330,
331,Report to Doren,https://www.wowhead.com/classic/quest=331,
332,Wine Shop Advert,https://www.wowhead.com/classic/quest=332,
333,Harlan Needs a Resupply,https://www.wowhead.com/classic/quest=333,
334,Package for Thurman,https://www.wowhead.com/classic/quest=334,
335,A Noble Brew,https://www.wowhead.com/classic/quest=335,
336,A Noble Brew,https://www.wowhead.com/classic/quest=336,
337,An Old History Book,https://www.wowhead.com/classic/quest=337,
338,The Green Hills of Stranglethorn,https://www.wowhead.com/classic/quest=338,
339,Chapter I,https://www.wowhead.com/classic/quest=339,
340,Chapter II,https://www.wowhead.com/classic/quest=340,
341,Chapter III,https://www.wowhead.com/classic/quest=341,
342,Chapter IV,https://www.wowhead.com/classic/quest=342,
343,Speaking of Fortitude,https://www.wowhead.com/classic/quest=343,
344,Brother Paxton,https://www.wowhead.com/classic/quest=344,
345,Ink Supplies,https://www.wowhead.com/classic/quest=345,
346,Return to Kristoff,https://www.wowhead.com/classic/quest=346,
347,Rethban Ore,https://www.wowhead.com/classic/quest=347,
348,Stranglethorn Fever,https://www.wowhead.com/classic/quest=348,
349,Stranglethorn Fever,https://www.wowhead.com/classic/quest=349,
350,Look to an Old Friend,https://www.wowhead.com/classic/quest=350,
351,Find OOX-17/TN!,https://www.wowhead.com/classic/quest=351,
352,<UNUSED>,https://www.wowhead.com/classic/quest=352,
353,Stormpike's Delivery,https://www.wowhead.com/classic/quest=353,
354,Deaths in the Family,https://www.wowhead.com/classic/quest=354,
355,Speak with Sevren,https://www.wowhead.com/classic/quest=355,
356,Rear Guard Patrol,https://www.wowhead.com/classic/quest=356,
357,The Lich's Identity,https://www.wowhead.com/classic/quest=357,
358,Graverobbers,https://www.wowhead.com/classic/quest=358,
359,Forsaken Duties,https://www.wowhead.com/classic/quest=359,
360,Return to the Magistrate,https://www.wowhead.com/classic/quest=360,
361,A Letter Undelivered,https://www.wowhead.com/classic/quest=361,
362,The Haunted Mills,https://www.wowhead.com/classic/quest=362,
363,Rude Awakening,https://www.wowhead.com/classic/quest=363,
364,The Mindless Ones,https://www.wowhead.com/classic/quest=364,
365,Fields of Grief,https://www.wowhead.com/classic/quest=365,
366,Return the Book,https://www.wowhead.com/classic/quest=366,
367,A New Plague,https://www.wowhead.com/classic/quest=367,
368,A New Plague,https://www.wowhead.com/classic/quest=368,
369,A New Plague,https://www.wowhead.com/classic/quest=369,
370,At War With The Scarlet Crusade,https://www.wowhead.com/classic/quest=370,
371,At War With The Scarlet Crusade,https://www.wowhead.com/classic/quest=371,
372,At War With The Scarlet Crusade,https://www.wowhead.com/classic/quest=372,
373,The Unsent Letter,https://www.wowhead.com/classic/quest=373,
374,Proof of Demise,https://www.wowhead.com/classic/quest=374,
375,The Chill of Death,https://www.wowhead.com/classic/quest=375,
376,The Damned,https://www.wowhead.com/classic/quest=376,
377,Crime and Punishment,https://www.wowhead.com/classic/quest=377,
378,The Fury Runs Deep,https://www.wowhead.com/classic/quest=378,
379,Slake That Thirst,https://www.wowhead.com/classic/quest=379,
380,Night Web's Hollow,https://www.wowhead.com/classic/quest=380,
381,The Scarlet Crusade,https://www.wowhead.com/classic/quest=381,
382,The Red Messenger,https://www.wowhead.com/classic/quest=382,
383,Vital Intelligence,https://www.wowhead.com/classic/quest=383,
384,Beer Basted Boar Ribs,https://www.wowhead.com/classic/quest=384,
385,Crocolisk Hunting,https://www.wowhead.com/classic/quest=385,
386,What Comes Around...,https://www.wowhead.com/classic/quest=386,
387,Quell The Uprising,https://www.wowhead.com/classic/quest=387,
388,The Color of Blood,https://www.wowhead.com/classic/quest=388,
389,Bazil Thredd,https://www.wowhead.com/classic/quest=389,
390,<UNUSED>,https://www.wowhead.com/classic/quest=390,
391,The Stockade Riots,https://www.wowhead.com/classic/quest=391,
392,The Curious Visitor,https://www.wowhead.com/classic/quest=392,
393,Shadow of the Past,https://www.wowhead.com/classic/quest=393,
394,The Head of the Beast,https://www.wowhead.com/classic/quest=394,
395,Brotherhood's End,https://www.wowhead.com/classic/quest=395,
396,An Audience with the King,https://www.wowhead.com/classic/quest=396,
397,You Have Served Us Well,https://www.wowhead.com/classic/quest=397,
398,Wanted: Maggot Eye,https://www.wowhead.com/classic/quest=398,
399,Humble Beginnings,https://www.wowhead.com/classic/quest=399,
400,Tools for Steelgrill,https://www.wowhead.com/classic/quest=400,
401,Wait for Sirra to Finish,https://www.wowhead.com/classic/quest=401,
402,Sirra is Busy,https://www.wowhead.com/classic/quest=402,
403,Guarded Thunderbrew Barrel,https://www.wowhead.com/classic/quest=403,
404,A Putrid Task,https://www.wowhead.com/classic/quest=404,
405,The Prodigal Lich,https://www.wowhead.com/classic/quest=405,
406,<UNUSED>,https://www.wowhead.com/classic/quest=406,
407,Fields of Grief,https://www.wowhead.com/classic/quest=407,
408,The Family Crypt,https://www.wowhead.com/classic/quest=408,
409,Proving Allegiance,https://www.wowhead.com/classic/quest=409,
410,The Dormant Shade,https://www.wowhead.com/classic/quest=410,
411,The Prodigal Lich Returns,https://www.wowhead.com/classic/quest=411,
412,Operation Recombobulation,https://www.wowhead.com/classic/quest=412,
413,Shimmer Stout,https://www.wowhead.com/classic/quest=413,
414,Stout to Kadrell,https://www.wowhead.com/classic/quest=414,
415,Rejold's New Brew,https://www.wowhead.com/classic/quest=415,
416,Rat Catching,https://www.wowhead.com/classic/quest=416,
417,A Pilot's Revenge,https://www.wowhead.com/classic/quest=417,
418,Thelsamar Blood Sausages,https://www.wowhead.com/classic/quest=418,
419,The Lost Pilot,https://www.wowhead.com/classic/quest=419,
420,Senir's Observations,https://www.wowhead.com/classic/quest=420,
421,Prove Your Worth,https://www.wowhead.com/classic/quest=421,
422,Arugal's Folly,https://www.wowhead.com/classic/quest=422,
423,Arugal's Folly,https://www.wowhead.com/classic/quest=423,
424,Arugal's Folly,https://www.wowhead.com/classic/quest=424,
425,Ivar the Foul,https://www.wowhead.com/classic/quest=425,
426,The Mills Overrun,https://www.wowhead.com/classic/quest=426,
427,At War With The Scarlet Crusade,https://www.wowhead.com/classic/quest=427,
428,Lost Deathstalkers,https://www.wowhead.com/classic/quest=428,
429,Wild Hearts,https://www.wowhead.com/classic/quest=429,
430,Return to Quinn,https://www.wowhead.com/classic/quest=430,
431,Candles of Beckoning,https://www.wowhead.com/classic/quest=431,
432,Those Blasted Troggs!,https://www.wowhead.com/classic/quest=432,
433,The Public Servant,https://www.wowhead.com/classic/quest=433,
434,The Attack!,https://www.wowhead.com/classic/quest=434,
435,Escorting Erland,https://www.wowhead.com/classic/quest=435,
436,Ironband's Excavation,https://www.wowhead.com/classic/quest=436,
437,The Dead Fields,https://www.wowhead.com/classic/quest=437,
438,The Decrepit Ferry,https://www.wowhead.com/classic/quest=438,
439,Rot Hide Clues,https://www.wowhead.com/classic/quest=439,
440,The Engraved Ring,https://www.wowhead.com/classic/quest=440,
